0 5.76 -2.968
1e-08 5.76 -2.968
2e-08 5.76 -2.968
3e-08 5.76 -2.968
4e-08 5.76 -2.968
5e-08 5.76 -2.968
6e-08 5.76 -2.968
7e-08 5.76 -2.968
8e-08 5.84 -2.968
9e-08 5.76 -2.968
1e-07 5.76 -2.968
1.1e-07 5.76 -2.968
1.2e-07 5.76 -2.968
1.3e-07 5.76 -2.968
1.4e-07 5.76 -2.968
1.5e-07 5.76 -2.968
1.6e-07 5.76 -2.968
1.7e-07 5.76 -2.968
1.8e-07 5.76 -2.968
1.9e-07 5.76 -2.968
2e-07 5.76 -2.968
2.1e-07 5.76 -2.968
2.2e-07 5.76 -2.968
2.3e-07 5.76 -2.968
2.4e-07 5.76 -2.968
2.5e-07 5.76 -2.968
2.6e-07 5.76 -2.968
2.7e-07 5.76 -2.968
2.8e-07 5.76 -2.968
2.9e-07 5.76 -2.968
3e-07 5.76 -2.968
3.1e-07 5.76 -2.968
3.2e-07 5.76 -2.968
3.3e-07 5.76 -2.968
3.4e-07 5.76 -2.968
3.5e-07 5.76 -2.968
3.6e-07 5.76 -2.968
3.7e-07 5.76 -2.968
3.8e-07 5.76 -2.968
3.9e-07 5.76 -2.968
4e-07 5.76 -2.968
4.1e-07 5.76 -2.968
4.2e-07 5.76 -2.968
4.3e-07 5.76 -2.968
4.4e-07 5.76 -2.968
4.5e-07 5.76 -2.968
4.6e-07 5.76 -2.968
4.7e-07 5.76 -2.968
4.8e-07 5.76 -2.968
4.9e-07 5.76 -2.968
5e-07 5.76 -2.968
5.1e-07 5.76 -2.968
5.2e-07 5.76 -2.968
5.3e-07 5.76 -2.968
5.4e-07 5.76 -2.968
5.5e-07 5.76 -2.968
5.6e-07 5.76 -2.968
5.7e-07 5.76 -2.968
5.8e-07 5.76 -2.968
5.9e-07 5.76 -2.968
6e-07 5.76 -2.968
6.1e-07 5.76 -2.968
6.2e-07 5.76 -2.968
6.3e-07 5.76 -2.968
6.4e-07 5.76 -2.968
6.5e-07 5.68 -2.968
6.6e-07 5.76 -2.968
6.7e-07 5.76 -2.968
6.8e-07 5.76 -2.968
6.9e-07 5.76 -2.968
7e-07 5.76 -2.968
7.1e-07 5.76 -2.968
7.2e-07 5.76 -2.968
7.3e-07 5.76 -2.968
7.4e-07 5.76 -2.968
7.5e-07 5.76 -2.968
7.6e-07 5.76 -2.968
7.7e-07 5.76 -2.968
7.8e-07 5.76 -2.968
7.9e-07 5.76 -2.968
8e-07 5.76 -2.968
8.1e-07 5.76 -2.968
8.2e-07 5.76 -2.968
8.3e-07 5.76 -2.968
8.4e-07 5.76 -2.968
8.5e-07 5.76 -2.968
8.6e-07 5.76 -2.968
8.7e-07 5.76 -2.968
8.8e-07 5.76 -2.968
8.9e-07 5.76 -2.968
9e-07 5.76 -2.968
9.1e-07 5.76 -2.968
9.2e-07 5.76 -2.968
9.3e-07 5.76 -2.968
9.4e-07 5.76 -2.968
9.5e-07 5.76 -2.968
9.6e-07 5.76 -2.968
9.7e-07 5.76 -2.968
9.8e-07 5.76 -2.968
9.9e-07 5.76 -2.968
1e-06 5.76 -2.968
1.01e-06 5.76 -2.968
1.02e-06 5.68 -2.968
1.03e-06 5.76 -2.968
1.04e-06 5.76 -2.968
1.05e-06 5.76 -2.968
1.06e-06 5.76 -2.968
1.07e-06 5.76 -2.968
1.08e-06 5.76 -2.968
1.09e-06 5.76 -2.968
1.1e-06 5.76 -2.968
1.11e-06 5.76 -2.968
1.12e-06 5.76 -2.968
1.13e-06 5.76 -2.968
1.14e-06 5.76 -2.968
1.15e-06 5.76 -2.968
1.16e-06 5.76 -2.968
1.17e-06 5.76 -2.968
1.18e-06 5.76 -2.968
1.19e-06 5.76 -2.968
1.2e-06 5.76 -2.968
1.21e-06 5.76 -2.968
1.22e-06 5.76 -2.968
1.23e-06 5.76 -2.968
1.24e-06 5.76 -2.968
1.25e-06 5.76 -2.968
1.26e-06 5.76 -2.968
1.27e-06 5.76 -2.968
1.28e-06 5.76 -2.968
1.29e-06 5.76 -2.968
1.3e-06 5.76 -2.968
1.31e-06 5.76 -2.968
1.32e-06 5.76 -2.968
1.33e-06 5.76 -2.968
1.34e-06 5.76 -2.968
1.35e-06 5.76 -2.968
1.36e-06 5.76 -2.968
1.37e-06 5.76 -2.968
1.38e-06 5.76 -2.968
1.39e-06 5.76 -2.968
1.4e-06 5.76 -2.968
1.41e-06 5.76 -2.968
1.42e-06 5.76 -2.968
1.43e-06 5.76 -2.968
1.44e-06 5.76 -2.968
1.45e-06 5.76 -2.968
1.46e-06 5.76 -2.968
1.47e-06 5.76 -2.968
1.48e-06 5.76 -2.968
1.49e-06 5.76 -2.968
1.5e-06 5.76 -2.968
1.51e-06 5.76 -2.968
1.52e-06 5.76 -2.968
1.53e-06 5.76 -2.968
1.54e-06 5.76 -2.968
1.55e-06 5.76 -2.968
1.56e-06 5.76 -2.968
1.57e-06 5.76 -2.968
1.58e-06 5.76 -2.968
1.59e-06 5.76 -2.968
1.6e-06 5.76 -2.968
1.61e-06 5.76 -2.968
1.62e-06 5.76 -2.968
1.63e-06 5.76 -2.968
1.64e-06 5.76 -2.968
1.65e-06 5.76 -2.968
1.66e-06 5.76 -2.968
1.67e-06 5.76 -2.968
1.68e-06 5.76 -2.968
1.69e-06 5.76 -2.968
1.7e-06 5.76 -2.968
1.71e-06 5.76 -2.968
1.72e-06 5.76 -2.968
1.73e-06 5.76 -2.968
1.74e-06 5.76 -2.968
1.75e-06 5.76 -2.968
1.76e-06 5.76 -2.968
