10019   23.6875  23.6250  23.8750  23.7500  23.6250  23.8125  23.8125  23.7500 65535 0 1
11013   23.7500  23.6875  23.8125  23.7500  23.6250  23.8125  23.8125  23.7500 65535 0 1
12008   23.6875  23.6875  23.8125  23.7500  23.6250  23.8125  23.8125  23.7500 65535 0 1
13003   23.6875  23.6875  23.6875  23.7500  23.6250  23.8125  23.8125  23.7500 65535 0 1
14029   23.6875  23.6875  23.8750  23.7500  23.6250  23.8125  23.8125  23.7500 65535 0 1
15024   23.6875  23.6875  23.8750  23.7500  23.6250  23.8125  23.8125  23.7500 65535 0 1
16020   23.6875  23.7500  23.6875  23.8125  23.6250  23.8125  23.8125  23.7500 65535 0 1
17015   23.6875  23.6250  23.8750  23.7500  23.6250  23.8125  23.8125  23.7500 65535 0 1
18010   23.6875  23.6875  23.6875  23.7500  23.6250  23.8125  23.8125  23.7500 65535 0 1
19005   23.6875  23.6875  23.8125  23.8125  23.6250  23.8125  23.8125  23.8125 65535 0 1
20031   23.6875  23.6875  23.6875  23.8125  23.6250  23.8125  23.8125  23.7500 65535 0 1
21026   23.6875  23.6875  23.6875  23.8125  23.6250  23.8125  23.8125  23.7500 65535 0 1
22022   23.6875  23.6875  23.8125  23.7500  23.6250  23.8125  23.8125  23.7500 65535 0 1
23017   23.6875  23.6875  23.8750  23.8125  23.6250  23.8125  23.8125  23.7500 65535 0 1
24012   23.6875  23.6875  23.8750  23.8125  23.6250  23.8125  23.8125  23.8125 65535 0 1
25008   23.6875  23.6250  23.8125  23.7500  23.6250  23.8125  23.8125  23.7500 65535 0 1
26003   23.6875  23.6875  23.8750  23.8125  23.6250  23.8125  23.8125  23.7500 65535 0 1
27029   23.7500  23.6875  23.8125  23.8125  23.6250  23.8125  23.8125  23.7500 65535 0 1
28024   23.6875  23.6875  23.6875  23.7500  23.6250  23.8125  23.8125  23.7500 65535 0 1
29019   23.6875  23.6875  23.6875  23.7500  23.6250  23.8125  23.8125  23.7500 65535 0 1
30015   23.6875  23.6875  23.8750  23.7500  23.6250  23.8125  23.8125  23.7500 65535 0 1
31010   23.6875  23.6875  23.7500  23.7500  23.6250  23.8125  23.8125  23.7500 65535 0 1
32005   23.7500  23.6875  23.6875  23.7500  23.6250  23.8125  23.8125  23.7500 65535 0 1
33031   23.7500  23.6875  23.6875  23.8125  23.6250  23.8125  23.8125  23.7500 65535 0 1
34026   23.6875  23.6875  23.6875  23.7500  23.6250  23.8125  23.8125  23.7500 65535 0 1
35021   23.6875  23.6875  23.8750  23.7500  23.6250  23.8125  23.8125  23.7500 65535 0 1
36017   23.7500  23.6250  23.8125  23.8125  23.6250  23.8125  23.8125  23.8125 65535 0 1
37012   23.7500  23.6875  23.8750  23.7500  23.6250  23.8125  23.8125  23.7500 65535 0 1
38008   23.7500  23.6875  23.8125  23.8125  23.6250  23.8125  23.8125  23.7500 65535 0 1
39003   23.7500  23.7500  23.6875  23.8125  23.6875  23.8125  23.8125  23.7500 65535 0 1
40028   23.6875  23.6875  23.8750  23.8125  23.6250  23.8125  23.8125  23.7500 65535 0 1
41024   23.7500  23.6875  23.8125  23.8125  23.6250  23.8125  23.8125  23.7500 65535 0 1
42019   23.6875  23.6875  23.8750  23.8125  23.6250  23.8125  23.8125  23.7500 65535 0 1
43014   23.6875  23.7500  23.6875  23.8125  23.6250  23.8125  23.8125  23.7500 65535 0 1
44010   23.6875  23.7500  23.7500  23.8125  23.6250  23.8125  23.8125  23.8125 65535 0 1
45005   23.7500  23.6875  23.8750  23.7500  23.6250  23.8125  23.8125  23.7500 65535 0 1
46031   23.7500  23.6875  23.8750  23.7500  23.6250  23.8125  23.8125  23.7500 65535 0 1
47026   23.7500  23.6250  23.8750  23.7500  23.6250  23.8125  23.8125  23.7500 65535 0 1
48021   23.6875  23.6250  23.8750  23.7500  23.6875  23.8125  23.8125  23.7500 65535 0 1
49017   23.7500  23.7500  23.7500  23.8125  23.6250  23.8125  23.8125  23.7500 65535 0 1
50012   23.7500  23.6250  23.8125  23.8125  23.6250  23.8125  23.8125  23.8125 65535 0 1
51007   23.7500  23.6875  23.8125  23.7500  23.6250  23.8125  23.8125  23.7500 65535 0 1
52033   23.6875  23.6875  23.8750  23.8125  23.6250  23.8125  23.8125  23.7500 65535 0 1
53028   23.6875  23.7500  23.6875  23.8125  23.6250  23.8125  23.8125  23.8125 65535 0 1
54023   23.7500  23.6875  23.8750  23.7500  23.6250  23.8125  23.8125  23.7500 65535 0 1
55019   23.7500  23.7500  23.6875  23.8125  23.6250  23.8125  23.8125  23.8125 65535 0 1
56014   23.7500  23.6875  23.8750  23.7500  23.6250  23.8125  23.8125  23.7500 65535 0 1
57009   23.7500  23.6875  23.8750  23.8125  23.6250  23.8125  23.8125  23.7500 65535 0 1
58005   23.7500  23.6250  23.8125  23.8125  23.6250  23.8125  23.8125  23.7500 65535 0 1
59030   23.7500  23.6875  23.8750  23.7500  23.6250  23.8125  23.8125  23.7500 65535 0 1
60025   23.7500  23.6875  23.8750  23.8125  23.6250  23.8125  23.8125  23.7500 65535 0 1
61021   23.6875  23.6250  23.8750  23.8125  23.6250  23.8125  23.8125  23.8125 65535 0 1
62016   23.6875  23.6875  23.8125  23.8125  23.6875  23.8125  23.8125  23.7500 65535 0 1
63012   23.7500  23.7500  23.7500  23.8125  23.6875  23.8125  23.8125  23.7500 65535 0 1
64007   23.7500  23.6250  23.8750  23.7500  23.6250  23.8125  23.8125  23.7500 65535 0 1
65032   23.7500  23.6875  23.8750  23.8125  23.6250  23.8125  23.8125  23.7500 65535 0 1
66028   23.7500  23.6875  23.8125  23.8125  23.6250  23.8125  23.8125  23.7500 65535 0 1
67023   23.6875  23.7500  23.7500  23.8125  23.6250  23.8125  23.8125  23.8125 65535 0 1
68018   23.7500  23.6875  23.8750  23.8125  23.6250  23.8125  23.8125  23.7500 65535 0 1
69014   23.7500  23.6875  23.8125  23.8125  23.6250  23.8125  23.8125  23.8125 65535 0 1
70009   23.6875  23.7500  23.6875  23.8125  23.6875  23.8125  23.8750  23.7500 65535 0 1
71004   23.7500  23.6875  23.8750  23.8125  23.6250  23.8125  23.8125  23.8125 65535 0 1
72030   23.6875  23.6875  23.8125  23.8125  23.6250  23.8125  23.8125  23.7500 65535 0 1
73025   23.7500  23.6875  23.7500  23.7500  23.6875  23.8125  23.8125  23.7500 65535 0 1
74021   23.7500  23.7500  23.7500  23.8125  23.6875  23.8125  23.8125  23.8125 65535 0 1
75016   23.6875  23.6875  23.8750  23.8125  23.6875  23.8125  23.8125  23.7500 65535 0 1
76011   23.7500  23.6875  23.8750  23.8125  23.6250  23.8125  23.8125  23.7500 65535 0 1
77007   23.7500  23.7500  23.7500  23.8125  23.6250  23.8125  23.8125  23.7500 65535 0 1
78032   23.6875  23.6875  23.7500  23.7500  23.6250  23.8125  23.8125  23.7500 65535 0 1
79027   23.7500  23.6875  23.8750  23.8125  23.6250  23.8125  23.8125  23.8125 65535 0 1
80023   23.7500  23.6875  23.8750  23.7500  23.6250  23.8125  23.8125  23.8125 65535 0 1
81018   23.6875  23.7500  23.7500  23.8125  23.6250  23.8125  23.8125  23.8125 65535 0 1
82014   23.7500  23.7500  23.7500  23.8125  23.6250  23.8125  23.8125  23.7500 65535 0 1
83009   23.7500  23.6875  23.7500  23.8125  23.6250  23.8125  23.8125  23.7500 65535 0 1
84004   23.6875  23.6875  23.8125  23.8125  23.6250  23.8125  23.8125  23.7500 65535 0 1
85030   23.7500  23.7500  23.7500  23.8125  23.6250  23.8125  23.8125  23.8125 65535 0 1
86025   23.6875  23.6875  23.8750  23.7500  23.6250  23.8125  23.8125  23.8125 65535 0 1
87020   23.7500  23.7500  23.7500  23.8125  23.6875  23.8125  23.8125  23.7500 65535 0 1
88016   23.7500  23.6875  23.8750  23.8125  23.6250  23.8125  23.8125  23.7500 65535 0 1
89011   23.7500  23.7500  23.7500  23.8125  23.6250  23.8125  23.8125  23.7500 65535 0 1
90006   23.7500  23.6875  23.8750  23.7500  23.6250  23.8125  23.8125  23.7500 65535 0 1
91032   23.7500  23.7500  23.6875  23.8125  23.6250  23.8125  23.8125  23.7500 65535 0 1
92027   23.7500  23.6875  23.8750  23.7500  23.6875  23.8125  23.8125  23.7500 65535 0 1
93022   23.7500  23.6875  23.8750  23.8125  23.6875  23.8125  23.8125  23.8125 65535 0 1
94018   23.7500  23.7500  23.6875  23.8125  23.6250  23.8125  23.8125  23.7500 65535 0 1
95013   23.7500  23.7500  23.6875  23.8125  23.6250  23.8125  23.8125  23.7500 65535 0 1
96008   23.7500  23.6875  23.8750  23.8125  23.6250  23.8125  23.8125  23.7500 65535 0 1
97004   23.7500  23.6875  23.8750  23.8125  23.6250  23.8125  23.8125  23.8125 65535 0 1
98029   23.7500  23.7500  23.7500  23.8125  23.6875  23.8125  23.8125  23.7500 65535 0 1
99024   23.7500  23.6875  23.8750  23.8125  23.6250  23.8125  23.8125  23.7500 65535 0 1
100020   23.7500  23.7500  23.7500  23.8125  23.6250  23.8125  23.8125  23.7500 65535 0 1
101015   23.7500  23.6875  23.8750  23.8125  23.6875  23.8125  23.8125  23.7500 65535 0 1
102012   23.7500  23.6875  23.7500  23.8125  23.6250  23.8750  23.8125  23.7500 65535 0 1
103008   23.7500  23.6875  23.8750  23.7500  23.6250  23.8125  23.8125  23.7500 65535 0 1
104005   23.7500  23.6875  23.8125  23.8125  23.6250  23.8125  23.8750  23.7500 65535 0 1
105032   23.7500  23.6875  23.8125  23.8125  23.6250  23.8125  23.8125  23.7500 65535 0 1
106028   23.7500  23.7500  23.7500  23.8125  23.6250  23.8125  23.8750  23.8125 65535 0 1
107025   23.7500  23.6875  23.8750  23.8125  23.6250  23.8125  23.8750  23.7500 65535 0 1
108022   23.7500  23.6875  23.8750  23.8125  23.6250  23.8125  23.8125  23.8125 65535 0 1
109018   23.7500  23.6875  23.8750  23.8125  23.6875  23.8125  23.8125  23.7500 65535 0 1
110015   23.7500  23.7500  23.7500  23.8125  23.6875  23.8125  23.8125  23.7500 65535 0 1
111012   23.7500  23.6250  23.8750  23.8125  23.6250  23.8125  23.8125  23.8125 65535 0 1
112008   23.7500  23.6875  23.8750  23.8125  23.6250  23.8125  23.8125  23.7500 65535 0 1
113005   23.7500  23.6875  23.8750  23.8125  23.6875  23.8125  23.8125  23.7500 65535 0 1
114032   23.7500  23.6875  23.8750  23.8125  23.6875  23.8750  23.8125  23.7500 65535 0 1
115029   23.7500  23.7500  23.7500  23.8125  23.6250  23.8125  23.8125  23.7500 65535 0 1
116025   23.7500  23.7500  23.6875  23.8125  23.6250  23.8125  23.8125  23.7500 65535 0 1
117022   23.7500  23.6875  23.8750  23.8125  23.6250  23.8750  23.8125  23.7500 65535 0 1
118019   23.7500  23.7500  23.7500  23.8125  23.6250  23.8125  23.8125  23.8125 65535 0 1
119015   23.7500  23.6875  23.8750  23.8125  23.6875  23.8125  23.8125  23.7500 65535 0 1
120012   23.7500  23.6875  23.8125  23.8125  23.6250  23.8125  23.8125  23.7500 65535 0 1
121009   23.7500  23.7500  23.8125  23.8125  23.6250  23.8125  23.8125  23.7500 65535 0 1
122005   23.7500  23.6875  23.8750  23.8125  23.6875  23.8125  23.8125  23.7500 65535 0 1
123032   23.7500  23.6250  23.8750  23.8125  23.6250  23.8125  23.8125  23.7500 65535 0 1
124029   23.7500  23.6875  23.8125  23.8125  23.6250  23.8125  23.8125  23.7500 65535 0 1
125025   23.7500  23.6875  23.8750  23.8125  23.6250  23.8125  23.8125  23.7500 65535 0 1
126022   23.7500  23.6875  23.8750  23.8125  23.6250  23.8125  23.8125  23.8125 65535 0 1
127019   23.7500  23.8125  23.7500  23.8125  23.6250  23.8125  23.8125  23.8125 65535 0 1
128015   23.7500  23.6875  23.9375  23.8125  23.6875  23.8125  23.8125  23.7500 65535 0 1
129012   23.7500  23.6875  23.8750  23.8125  23.6875  23.8125  23.8125  23.7500 65535 0 1
130009   23.7500  23.7500  23.7500  23.8125  23.6875  23.8125  23.8125  23.7500 65535 0 1
131005   23.7500  23.6875  23.8750  23.8125  23.6250  23.8125  23.8750  23.8125 65535 0 1
132032   23.7500  23.6875  23.8750  23.8125  23.6250  23.8125  23.8125  23.7500 65535 0 1
133029   23.7500  23.6875  23.8750  23.8125  23.6875  23.8125  23.8125  23.8125 65535 0 1
134025   23.7500  23.7500  23.7500  23.8125  23.6250  23.8125  23.8125  23.8125 65535 0 1
135022   23.7500  23.6875  23.8750  23.8125  23.6875  23.8750  23.8125  23.7500 65535 0 1
136019   23.7500  23.6875  23.8750  23.8125  23.6250  23.8750  23.8125  23.8125 65535 0 1
137015   23.7500  23.6875  23.8750  23.7500  23.6250  23.8125  23.8125  23.7500 65535 0 1
138012   23.7500  23.7500  23.7500  23.8125  23.6875  23.8125  23.8125  23.8125 65535 0 1
139009   23.7500  23.6875  23.8750  23.8125  23.6875  23.8125  23.8125  23.8125 65535 0 1
140005   23.7500  23.6875  23.8125  23.8125  23.6250  23.8125  23.8125  23.7500 65535 0 1
141032   23.7500  23.7500  23.7500  23.8125  23.6250  23.8125  23.8125  23.7500 65535 0 1
142029   23.7500  23.6875  23.8750  23.8125  23.6875  23.8750  23.8125  23.8125 65535 0 1
143025   23.6875  23.7500  23.7500  23.8125  23.6250  23.8125  23.8125  23.7500 65535 0 1
144022   23.7500  23.7500  23.7500  23.8125  23.6875  23.8125  23.8125  23.8125 65535 0 1
145019   23.7500  23.7500  23.7500  23.8125  23.6250  23.8125  23.8125  23.8125 65535 0 1
146015   23.7500  23.6875  23.8750  23.8125  23.6250  23.8125  23.8125  23.8125 65535 0 1
147012   23.7500  23.7500  23.7500  23.8125  23.6875  23.8750  23.8125  23.7500 65535 0 1
148009   23.7500  23.6875  23.8750  23.8125  23.6875  23.8125  23.8125  23.8125 65535 0 1
149006   23.7500  23.6875  23.8750  23.8125  23.6250  23.8125  23.8125  23.8125 65535 0 1
150032   23.7500  23.6875  23.8750  23.8125  23.6875  23.8125  23.8125  23.7500 65535 0 1
151029   23.7500  23.6875  23.7500  23.8125  23.6875  23.8125  23.8125  23.7500 65535 0 1
152026   23.7500  23.6875  23.8750  23.8125  23.6250  23.8750  23.8125  23.8125 65535 0 1
153022   23.7500  23.6875  23.8750  23.8125  23.6875  23.8125  23.8125  23.7500 65535 0 1
154019   23.7500  23.7500  23.7500  23.8125  23.6875  23.8750  23.8125  23.7500 65535 0 1
155016   23.7500  23.7500  23.7500  23.8125  23.6875  23.8125  23.8125  23.8125 65535 0 1
156012   23.7500  23.6875  23.8125  23.8125  23.6875  23.8125  23.8125  23.7500 65535 0 1
157009   23.7500  23.7500  23.7500  23.8125  23.6250  23.8125  23.8125  23.8125 65535 0 1
158006   23.7500  23.6875  23.8125  23.8125  23.6250  23.8125  23.8125  23.8125 65535 0 1
159032   23.7500  23.7500  23.7500  23.8125  23.6875  23.8125  23.8750  23.7500 65535 0 1
160029   23.7500  23.7500  23.8750  23.8125  23.6875  23.8125  23.8750  23.7500 65535 0 1
161026   23.7500  23.7500  23.7500  23.8125  23.6250  23.8125  23.8125  23.7500 65535 0 1
162023   23.7500  23.7500  23.7500  23.8125  23.6250  23.8125  23.8125  23.8125 65535 0 1
163019   23.7500  23.6875  23.8750  23.8125  23.6875  23.8125  23.8750  23.7500 65535 0 1
164016   23.7500  23.6875  23.8125  23.8125  23.6875  23.8125  23.8750  23.8125 65535 0 1
165013   23.7500  23.6875  23.8750  23.8125  23.6250  23.8750  23.8125  23.7500 65535 0 1
166009   23.7500  23.7500  23.8750  23.8125  23.6875  23.8125  23.8125  23.8125 65535 0 1
167006   23.7500  23.7500  23.7500  23.8125  23.6875  23.8125  23.8125  23.7500 65535 0 1
168003   23.7500  23.7500  23.7500  23.8125  23.6875  23.8125  23.8750  23.8125 65535 0 1
169029   23.7500  23.6875  23.8750  23.8125  23.6875  23.8125  23.8125  23.8125 65535 0 1
170026   23.7500  23.6875  23.8750  23.8125  23.6875  23.8125  23.8125  23.8125 65535 0 1
171023   23.7500  23.7500  23.7500  23.8125  23.6250  23.8750  23.8750  23.8125 65535 0 1
172020   23.7500  23.6875  23.8750  23.8125  23.6875  23.8125  23.8750  23.8125 65535 0 1
173016   23.7500  23.7500  23.6875  23.8125  23.6250  23.8125  23.8125  23.7500 65535 0 1
174013   23.7500  23.6875  23.8125  23.8125  23.6875  23.8125  23.8125  23.8125 65535 0 1
175010   23.7500  23.6875  23.9375  23.8125  23.6875  23.8125  23.8125  23.8125 65535 0 1
176006   23.7500  23.6875  23.8750  23.8125  23.6875  23.8125  23.8125  23.7500 65535 0 1
177003   23.7500  23.7500  23.6875  23.8125  23.6875  23.8750  23.8125  23.7500 65535 0 1
178030   23.7500  23.6875  23.8750  23.8125  23.6875  23.8125  23.8125  23.8125 65535 0 1
179026   23.7500  23.6875  23.8750  23.8125  23.6250  23.8750  23.8125  23.7500 65535 0 1
180023   23.7500  23.7500  23.7500  23.8125  23.6875  23.8125  23.8125  23.8125 65535 0 1
181020   23.7500  23.6875  23.8750  23.8125  23.6875  23.8125  23.8750  23.8125 65535 0 1
182017   23.7500  23.7500  23.7500  23.8125  23.6250  23.8750  23.8125  23.7500 65535 0 1
183013   23.7500  23.6875  23.8750  23.8125  23.6875  23.8125  23.8750  23.8125 65535 0 1
184010   23.7500  23.7500  23.7500  23.8125  23.6875  23.8750  23.8125  23.7500 65535 0 1
185007   23.7500  23.6875  23.8125  23.8125  23.6250  23.8750  23.8125  23.8125 65535 0 1
186003   23.7500  23.6875  23.8750  23.8125  23.6875  23.8750  23.8125  23.8125 65535 0 1
187030   23.7500  23.6875  23.8750  23.8125  23.6875  23.8750  23.8125  23.8125 65535 0 1
188027   23.7500  23.6875  23.8750  23.8125  23.6875  23.8750  23.8125  23.8125 65535 0 1
189023   23.7500  23.7500  23.7500  23.8125  23.6875  23.8125  23.8750  23.8125 65535 0 1
190020   23.7500  23.6875  23.8750  23.8125  23.6875  23.8125  23.8125  23.8125 65535 0 1
191017   23.7500  23.6875  23.8750  23.8125  23.6875  23.8750  23.8125  23.8125 65535 0 1
192013   23.7500  23.7500  23.7500  23.8125  23.6875  23.8750  23.8750  23.8125 65535 0 1
193010   23.7500  23.7500  23.7500  23.8125  23.6875  23.8125  23.8125  23.8125 65535 0 1
194007   23.7500  23.7500  23.7500  23.8125  23.6875  23.8125  23.8125  23.8125 65535 0 1
195003   23.7500  23.7500  23.7500  23.8125  23.6875  23.8750  23.8750  23.8125 65535 0 1
196030   23.7500  23.6875  23.8125  23.8125  23.6875  23.8750  23.8750  23.7500 65535 0 1
197027   23.7500  23.6875  23.8750  23.8125  23.6875  23.8125  23.8125  23.8125 65535 0 1
198023   23.7500  23.6875  23.8750  23.8125  23.6875  23.8750  23.8750  23.7500 65535 0 1
199020   23.7500  23.7500  23.7500  23.8125  23.6250  23.8125  23.8750  23.7500 65535 0 1
200017   23.7500  23.6875  23.8750  23.8125  23.6875  23.8750  23.8125  23.8125 65535 0 1
201014   23.7500  23.7500  23.7500  23.8125  23.6875  23.8125  23.8125  23.8125 65535 0 1
202010   23.7500  23.7500  23.9375  23.8125  23.6875  23.8125  23.8750  23.7500 65535 0 1
203007   23.7500  23.6875  23.8750  23.8125  23.6875  23.8750  23.8125  23.8125 65535 0 1
204004   23.7500  23.6875  23.8125  23.8125  23.6875  23.8125  23.8125  23.8125 65535 0 1
205030   23.7500  23.7500  23.8750  23.8125  23.6875  23.8125  23.8750  23.8125 65535 0 1
206027   23.7500  23.7500  23.7500  23.8125  23.6875  23.8125  23.8750  23.7500 65535 0 1
207024   23.8125  23.6875  23.8750  23.8125  23.6875  23.8125  23.8750  23.8125 65535 0 1
208020   23.7500  23.6875  23.8750  23.8125  23.6875  23.8125  23.8750  23.8125 65535 0 1
209017   23.7500  23.7500  23.9375  23.8125  23.6875  23.8125  23.8125  23.8125 65535 0 1
210014   23.7500  23.7500  23.7500  23.8125  23.6875  23.8125  23.8750  23.8125 65535 0 1
211011   23.7500  23.7500  23.7500  23.8125  23.6250  23.8750  23.8750  23.8125 65535 0 1
212007   23.7500  23.7500  23.9375  23.8125  23.6875  23.8125  23.8750  23.8125 65535 0 1
213004   23.7500  23.6875  23.8750  23.8125  23.6875  23.8125  23.8750  23.8125 65535 0 1
214031   23.7500  23.7500  23.8125  23.8125  23.6250  23.8125  23.8125  23.7500 65535 0 1
215027   23.7500  23.6875  23.9375  23.8125  23.6875  23.8750  23.8750  23.8125 65535 0 1
216024   23.7500  23.6875  23.8125  23.8125  23.6250  23.8750  23.8750  23.8125 65535 0 1
217021   23.7500  23.6875  23.8750  23.8125  23.6875  23.8750  23.8750  23.8125 65535 0 1
218017   23.7500  23.7500  23.9375  23.8125  23.6875  23.8750  23.8750  23.8750 65535 0 1
219014   23.7500  23.7500  23.7500  23.8125  23.6875  23.8750  23.8750  23.7500 65535 0 1
220011   23.7500  23.7500  23.7500  23.8125  23.6875  23.8125  23.8750  23.8125 65535 0 1
221007   23.7500  23.7500  23.7500  23.8125  23.6250  23.8125  23.8750  23.8125 65535 0 1
222004   23.7500  23.7500  23.7500  23.8125  23.6875  23.8750  23.8750  23.8125 65535 0 1
223031   23.7500  23.6875  23.8125  23.8125  23.6875  23.8750  23.8750  23.8125 65535 0 1
224027   23.7500  23.7500  23.7500  23.8125  23.6875  23.8750  23.8750  23.8125 65535 0 1
225024   23.7500  23.7500  23.7500  23.8125  23.6875  23.8750  23.8750  23.7500 65535 0 1
226021   23.8125  23.6875  23.8750  23.8125  23.6875  23.8750  23.8125  23.8125 65535 0 1
