0 0.08 11.4
0.001 0.08 11.6
0.002 0 11.4
0.003 0.08 11.6
0.004 0 11.6
0.005 0 11.6
0.006 0.08 11.6
0.007 0.08 11.6
0.008 0 11.6
0.009 0 11.4
0.01 0.08 11.4
0.011 0 11.4
0.012 0.08 11.6
0.013 0 11.6
0.014 0.08 11.4
0.015 0 11.4
0.016 0 11.4
0.017 0 11.4
0.018 0 11.6
0.019 0 11.6
0.02 0.08 11.6
0.021 0.08 11.6
0.022 0 11.4
0.023 0 11.6
0.024 0 11.4
0.025 0 11.6
0.026 0.08 11.6
0.027 0 11.6
0.028 0 11.4
0.029 0 11.4
0.03 0 11.4
0.031 0 11.4
0.032 0 11.6
0.033 0 11.4
0.034 0 11.6
0.035 0 11.6
0.036 0 11.6
0.037 0 11.4
0.038 0 11.6
0.039 0.08 11.4
0.04 0 11.4
0.041 0.08 11.6
0.042 0.08 11.6
0.043 0.08 11.4
0.044 0 11.6
0.045 0 11.6
0.046 0.08 11.4
0.047 0 11.6
0.048 0 11.6
0.049 0 11.6
0.05 0 11.6
0.051 0 11.6
0.052 0 11.6
0.053 0 11.6
0.054 0 11.6
0.055 0 11.6
0.056 0 11.6
0.057 0 11.6
0.058 0 11.8
0.059 0.08 11.6
0.06 0 11.6
0.061 0 11.8
0.062 0.08 11.8
0.063 0 12
0.064 0 11.8
0.065 0.08 12
0.066 0 12
0.067 0 12.2
0.068 0.08 12.2
0.069 0 12.2
0.07 0 12.4
0.071 0 12.4
0.072 0.08 12.6
0.073 0.08 12.6
0.074 0 12.6
0.075 0 12.6
0.076 0 12.6
0.077 0.08 12.6
0.078 0.08 12.6
0.079 0 12.6
0.08 1.04 13
0.081 4.4 12.6
0.082 6.88 12.8
0.083 8.24 12.8
0.084 8.8 13
0.085 0 11.6
0.086 8.8 12.8
0.087 8.8 12.8
0.088 8.88 12.6
0.089 8.88 13
0.09 8.8 12.6
0.091 8.88 12.8
0.092 8.96 12.6
0.093 8.88 12.6
0.094 8.88 12.4
0.095 8.88 12.6
0.096 8.32 1.4
0.097 7.12 1.4
0.098 4.96 1.8
0.099 1.76 1.8
0.1 0.08 2
0.101 0.08 1.8
0.102 0.08 1.6
0.103 0.08 1.8
0.104 0.08 1.8
0.105 0.08 1.8
0.106 0.08 2
0.107 0.08 1.8
0.108 0.08 2
0.109 0 2
0.11 0 1.8
0.111 0.08 2.2
0.112 0.08 2
0.113 0.08 2
0.114 0.16 2
0.115 0 2
0.116 0.08 2.2
0.117 0.08 2.2
0.118 0.08 2
